clip_path,label,wpm,source,snr_db
data\augmented\5wpm\260107_05WPM_156_aug00.wav,AN,5wpm,260107_05WPM.mp3,-0.9
data\augmented\5wpm\260107_05WPM_156_aug01.wav,AN,5wpm,260107_05WPM.mp3,-0.1
data\augmented\5wpm\260107_05WPM_157_aug00.wav,TE,5wpm,260107_05WPM.mp3,1.9
data\augmented\5wpm\260107_05WPM_157_aug01.wav,TE,5wpm,260107_05WPM.mp3,0.9
data\augmented\5wpm\260107_05WPM_158_aug00.wav,NN,5wpm,260107_05WPM.mp3,3.7
data\augmented\5wpm\260107_05WPM_158_aug01.wav,NN,5wpm,260107_05WPM.mp3,6.2
data\augmented\5wpm\260107_05WPM_159_aug00.wav,A,5wpm,260107_05WPM.mp3,0.4
data\augmented\5wpm\260107_05WPM_159_aug01.wav,A,5wpm,260107_05WPM.mp3,17.5
data\augmented\5wpm\260107_05WPM_160_aug00.wav,KI,5wpm,260107_05WPM.mp3,11.3
data\augmented\5wpm\260107_05WPM_160_aug01.wav,KI,5wpm,260107_05WPM.mp3,9.1
data\augmented\5wpm\260107_05WPM_161_aug00.wav,T.,5wpm,260107_05WPM.mp3,1.8
data\augmented\5wpm\260107_05WPM_161_aug01.wav,T.,5wpm,260107_05WPM.mp3,6.5
data\augmented\5wpm\260107_05WPM_162_aug00.wav,I,5wpm,260107_05WPM.mp3,18.9
data\augmented\5wpm\260107_05WPM_162_aug01.wav,I,5wpm,260107_05WPM.mp3,18.6
data\augmented\5wpm\260107_05WPM_163_aug00.wav,T,5wpm,260107_05WPM.mp3,-0.6
data\augmented\5wpm\260107_05WPM_163_aug01.wav,T,5wpm,260107_05WPM.mp3,16.6
data\augmented\5wpm\260107_05WPM_164_aug00.wav,CO,5wpm,260107_05WPM.mp3,13.1
data\augmented\5wpm\260107_05WPM_164_aug01.wav,CO,5wpm,260107_05WPM.mp3,4.8
data\augmented\5wpm\260107_05WPM_165_aug00.wav,NS,5wpm,260107_05WPM.mp3,13.4
data\augmented\5wpm\260107_05WPM_165_aug01.wav,NS,5wpm,260107_05WPM.mp3,13.7
data\augmented\5wpm\260107_05WPM_166_aug00.wav,IS,5wpm,260107_05WPM.mp3,1.8
data\augmented\5wpm\260107_05WPM_166_aug01.wav,IS,5wpm,260107_05WPM.mp3,0.0
data\augmented\5wpm\260107_05WPM_167_aug00.wav,T,5wpm,260107_05WPM.mp3,8.1
data\augmented\5wpm\260107_05WPM_167_aug01.wav,T,5wpm,260107_05WPM.mp3,19.1
data\augmented\5wpm\260107_05WPM_168_aug00.wav,S,5wpm,260107_05WPM.mp3,15.4
data\augmented\5wpm\260107_05WPM_168_aug01.wav,S,5wpm,260107_05WPM.mp3,0.8
data\augmented\5wpm\260107_05WPM_169_aug00.wav,OF,5wpm,260107_05WPM.mp3,6.5
data\augmented\5wpm\260107_05WPM_169_aug01.wav,OF,5wpm,260107_05WPM.mp3,14.2
data\augmented\5wpm\260107_05WPM_170_aug00.wav,A,5wpm,260107_05WPM.mp3,18.0
data\augmented\5wpm\260107_05WPM_170_aug01.wav,A,5wpm,260107_05WPM.mp3,14.0
data\augmented\5wpm\260107_05WPM_171_aug00.wav,B,5wpm,260107_05WPM.mp3,-1.6
data\augmented\5wpm\260107_05WPM_171_aug01.wav,B,5wpm,260107_05WPM.mp3,-0.2
data\augmented\5wpm\260107_05WPM_172_aug00.wav,AS,5wpm,260107_05WPM.mp3,5.1
data\augmented\5wpm\260107_05WPM_172_aug01.wav,AS,5wpm,260107_05WPM.mp3,10.3
data\augmented\5wpm\260107_05WPM_173_aug00.wav,EL,5wpm,260107_05WPM.mp3,-2.3
data\augmented\5wpm\260107_05WPM_173_aug01.wav,EL,5wpm,260107_05WPM.mp3,15.0
data\augmented\5wpm\260107_05WPM_174_aug00.wav,OA,5wpm,260107_05WPM.mp3,15.1
data\augmented\5wpm\260107_05WPM_174_aug01.wav,OA,5wpm,260107_05WPM.mp3,3.6
data\augmented\5wpm\260107_05WPM_175_aug00.wav,DE,5wpm,260107_05WPM.mp3,17.2
data\augmented\5wpm\260107_05WPM_175_aug01.wav,DE,5wpm,260107_05WPM.mp3,11.1
data\augmented\5wpm\260107_05WPM_176_aug00.wav,D,5wpm,260107_05WPM.mp3,9.8
data\augmented\5wpm\260107_05WPM_176_aug01.wav,D,5wpm,260107_05WPM.mp3,-2.8
data\augmented\5wpm\260107_05WPM_177_aug00.wav,VE,5wpm,260107_05WPM.mp3,12.0
data\augmented\5wpm\260107_05WPM_177_aug01.wav,VE,5wpm,260107_05WPM.mp3,7.4
data\augmented\5wpm\260107_05WPM_178_aug00.wav,RT,5wpm,260107_05WPM.mp3,-2.2
data\augmented\5wpm\260107_05WPM_178_aug01.wav,RT,5wpm,260107_05WPM.mp3,10.5
data\augmented\5wpm\260107_05WPM_179_aug00.wav,IC,5wpm,260107_05WPM.mp3,10.5
data\augmented\5wpm\260107_05WPM_179_aug01.wav,IC,5wpm,260107_05WPM.mp3,18.3
data\augmented\5wpm\260107_05WPM_180_aug00.wav,AL,5wpm,260107_05WPM.mp3,17.9
data\augmented\5wpm\260107_05WPM_180_aug01.wav,AL,5wpm,260107_05WPM.mp3,20.0
data\augmented\5wpm\260107_05WPM_181_aug00.wav,A,5wpm,260107_05WPM.mp3,12.4
data\augmented\5wpm\260107_05WPM_181_aug01.wav,A,5wpm,260107_05WPM.mp3,2.6
data\augmented\5wpm\260107_05WPM_182_aug00.wav,NT,5wpm,260107_05WPM.mp3,19.4
data\augmented\5wpm\260107_05WPM_182_aug01.wav,NT,5wpm,260107_05WPM.mp3,12.3
data\augmented\5wpm\260107_05WPM_183_aug00.wav,EN,5wpm,260107_05WPM.mp3,15.0
data\augmented\5wpm\260107_05WPM_183_aug01.wav,EN,5wpm,260107_05WPM.mp3,11.1
data\augmented\5wpm\260107_05WPM_184_aug00.wav,NA,5wpm,260107_05WPM.mp3,15.5
data\augmented\5wpm\260107_05WPM_184_aug01.wav,NA,5wpm,260107_05WPM.mp3,5.1
data\augmented\5wpm\260107_05WPM_185_aug00.wav,WI,5wpm,260107_05WPM.mp3,8.4
data\augmented\5wpm\260107_05WPM_185_aug01.wav,WI,5wpm,260107_05WPM.mp3,2.5
data\augmented\5wpm\260107_05WPM_186_aug00.wav,TH,5wpm,260107_05WPM.mp3,15.1
data\augmented\5wpm\260107_05WPM_186_aug01.wav,TH,5wpm,260107_05WPM.mp3,16.0
data\augmented\5wpm\260107_05WPM_187_aug00.wav,B,5wpm,260107_05WPM.mp3,17.0
data\augmented\5wpm\260107_05WPM_187_aug01.wav,B,5wpm,260107_05WPM.mp3,12.4
data\augmented\5wpm\260107_05WPM_188_aug00.wav,AN,5wpm,260107_05WPM.mp3,-0.9
data\augmented\5wpm\260107_05WPM_188_aug01.wav,AN,5wpm,260107_05WPM.mp3,-2.3
data\augmented\5wpm\260107_05WPM_189_aug00.wav,D,5wpm,260107_05WPM.mp3,10.1
data\augmented\5wpm\260107_05WPM_189_aug01.wav,D,5wpm,260107_05WPM.mp3,13.2
data\augmented\5wpm\260107_05WPM_190_aug00.wav,CO,5wpm,260107_05WPM.mp3,4.4
data\augmented\5wpm\260107_05WPM_190_aug01.wav,CO,5wpm,260107_05WPM.mp3,13.2
data\augmented\5wpm\260107_05WPM_191_aug00.wav,IL,5wpm,260107_05WPM.mp3,-0.3
data\augmented\5wpm\260107_05WPM_191_aug01.wav,IL,5wpm,260107_05WPM.mp3,4.7
data\augmented\5wpm\260107_05WPM_192_aug00.wav,S,5wpm,260107_05WPM.mp3,5.4
data\augmented\5wpm\260107_05WPM_192_aug01.wav,S,5wpm,260107_05WPM.mp3,18.2
data\augmented\5wpm\260107_05WPM_193_aug00.wav,FO,5wpm,260107_05WPM.mp3,1.1
data\augmented\5wpm\260107_05WPM_193_aug01.wav,FO,5wpm,260107_05WPM.mp3,-1.0
data\augmented\5wpm\260107_05WPM_194_aug00.wav,R,5wpm,260107_05WPM.mp3,14.5
data\augmented\5wpm\260107_05WPM_194_aug01.wav,R,5wpm,260107_05WPM.mp3,17.3
data\augmented\5wpm\260107_05WPM_195_aug00.wav,40,5wpm,260107_05WPM.mp3,10.5
data\augmented\5wpm\260107_05WPM_195_aug01.wav,40,5wpm,260107_05WPM.mp3,11.0
data\augmented\5wpm\260107_05WPM_196_aug00.wav,",",5wpm,260107_05WPM.mp3,12.7
data\augmented\5wpm\260107_05WPM_196_aug01.wav,",",5wpm,260107_05WPM.mp3,17.4
data\augmented\5wpm\260107_05WPM_197_aug00.wav,20,5wpm,260107_05WPM.mp3,-1.8
data\augmented\5wpm\260107_05WPM_197_aug01.wav,20,5wpm,260107_05WPM.mp3,13.3
data\augmented\5wpm\260107_05WPM_198_aug00.wav,",",5wpm,260107_05WPM.mp3,15.8
data\augmented\5wpm\260107_05WPM_198_aug01.wav,",",5wpm,260107_05WPM.mp3,11.5
data\augmented\5wpm\260107_05WPM_199_aug00.wav,15,5wpm,260107_05WPM.mp3,3.1
data\augmented\5wpm\260107_05WPM_199_aug01.wav,15,5wpm,260107_05WPM.mp3,16.4
data\augmented\5wpm\260107_05WPM_200_aug00.wav,",",5wpm,260107_05WPM.mp3,18.0
data\augmented\5wpm\260107_05WPM_200_aug01.wav,",",5wpm,260107_05WPM.mp3,12.7
data\augmented\5wpm\260107_05WPM_201_aug00.wav,AN,5wpm,260107_05WPM.mp3,-2.9
data\augmented\5wpm\260107_05WPM_201_aug01.wav,AN,5wpm,260107_05WPM.mp3,-2.2
data\augmented\5wpm\260107_05WPM_202_aug00.wav,D,5wpm,260107_05WPM.mp3,10.1
data\augmented\5wpm\260107_05WPM_202_aug01.wav,D,5wpm,260107_05WPM.mp3,4.2
data\augmented\5wpm\260107_05WPM_203_aug00.wav,1,5wpm,260107_05WPM.mp3,12.9
data\augmented\5wpm\260107_05WPM_203_aug01.wav,1,5wpm,260107_05WPM.mp3,19.9
data\augmented\5wpm\260107_05WPM_204_aug00.wav,0,5wpm,260107_05WPM.mp3,0.7
data\augmented\5wpm\260107_05WPM_204_aug01.wav,0,5wpm,260107_05WPM.mp3,14.0
data\augmented\5wpm\260107_05WPM_205_aug00.wav,ME,5wpm,260107_05WPM.mp3,16.5
data\augmented\5wpm\260107_05WPM_205_aug01.wav,ME,5wpm,260107_05WPM.mp3,6.7
data\augmented\5wpm\260107_05WPM_206_aug00.wav,TE,5wpm,260107_05WPM.mp3,18.7
data\augmented\5wpm\260107_05WPM_206_aug01.wav,TE,5wpm,260107_05WPM.mp3,15.7
data\augmented\5wpm\260107_05WPM_207_aug00.wav,RS,5wpm,260107_05WPM.mp3,-2.7
data\augmented\5wpm\260107_05WPM_207_aug01.wav,RS,5wpm,260107_05WPM.mp3,5.4
data\augmented\5wpm\260107_05WPM_208_aug00.wav,",",5wpm,260107_05WPM.mp3,-0.7
data\augmented\5wpm\260107_05WPM_208_aug01.wav,",",5wpm,260107_05WPM.mp3,18.3
data\augmented\5wpm\260107_05WPM_209_aug00.wav,A,5wpm,260107_05WPM.mp3,7.4
data\augmented\5wpm\260107_05WPM_209_aug01.wav,A,5wpm,260107_05WPM.mp3,13.8
data\augmented\5wpm\260107_05WPM_210_aug00.wav,BA,5wpm,260107_05WPM.mp3,11.0
data\augmented\5wpm\260107_05WPM_210_aug01.wav,BA,5wpm,260107_05WPM.mp3,17.1
data\augmented\5wpm\260107_05WPM_211_aug00.wav,SE,5wpm,260107_05WPM.mp3,16.2
data\augmented\5wpm\260107_05WPM_211_aug01.wav,SE,5wpm,260107_05WPM.mp3,15.8
data\augmented\5wpm\260107_05WPM_212_aug00.wav,U,5wpm,260107_05WPM.mp3,10.7
data\augmented\5wpm\260107_05WPM_212_aug01.wav,U,5wpm,260107_05WPM.mp3,19.9
data\augmented\5wpm\260107_05WPM_213_aug00.wav,NI,5wpm,260107_05WPM.mp3,11.5
data\augmented\5wpm\260107_05WPM_213_aug01.wav,NI,5wpm,260107_05WPM.mp3,5.5
data\augmented\5wpm\260107_05WPM_214_aug00.wav,T,5wpm,260107_05WPM.mp3,12.5
data\augmented\5wpm\260107_05WPM_214_aug01.wav,T,5wpm,260107_05WPM.mp3,5.5
data\augmented\5wpm\260107_05WPM_215_aug00.wav,US,5wpm,260107_05WPM.mp3,-1.6
data\augmented\5wpm\260107_05WPM_215_aug01.wav,US,5wpm,260107_05WPM.mp3,19.0
data\augmented\5wpm\260107_05WPM_216_aug00.wav,IN,5wpm,260107_05WPM.mp3,0.5
data\augmented\5wpm\260107_05WPM_216_aug01.wav,IN,5wpm,260107_05WPM.mp3,0.7
data\augmented\5wpm\260107_05WPM_217_aug00.wav,G,5wpm,260107_05WPM.mp3,18.9
data\augmented\5wpm\260107_05WPM_217_aug01.wav,G,5wpm,260107_05WPM.mp3,10.5
data\augmented\5wpm\260107_05WPM_218_aug00.wav,TH,5wpm,260107_05WPM.mp3,15.8
data\augmented\5wpm\260107_05WPM_218_aug01.wav,TH,5wpm,260107_05WPM.mp3,17.7
data\augmented\5wpm\260107_05WPM_219_aug00.wav,E,5wpm,260107_05WPM.mp3,13.1
data\augmented\5wpm\260107_05WPM_219_aug01.wav,E,5wpm,260107_05WPM.mp3,19.5
data\augmented\5wpm\260107_05WPM_220_aug00.wav,=,5wpm,260107_05WPM.mp3,7.6
data\augmented\5wpm\260107_05WPM_220_aug01.wav,=,5wpm,260107_05WPM.mp3,-2.3
data\augmented\5wpm\260107_05WPM_221_aug00.wav,E,5wpm,260107_05WPM.mp3,15.1
data\augmented\5wpm\260107_05WPM_221_aug01.wav,E,5wpm,260107_05WPM.mp3,12.5
data\augmented\5wpm\260107_05WPM_222_aug00.wav,ND,5wpm,260107_05WPM.mp3,14.6
data\augmented\5wpm\260107_05WPM_222_aug01.wav,ND,5wpm,260107_05WPM.mp3,2.5
data\augmented\5wpm\260107_05WPM_223_aug00.wav,O,5wpm,260107_05WPM.mp3,13.0
data\augmented\5wpm\260107_05WPM_223_aug01.wav,O,5wpm,260107_05WPM.mp3,19.2
data\augmented\5wpm\260107_05WPM_224_aug00.wav,F,5wpm,260107_05WPM.mp3,7.8
data\augmented\5wpm\260107_05WPM_224_aug01.wav,F,5wpm,260107_05WPM.mp3,3.8
data\augmented\5wpm\260107_05WPM_225_aug00.wav,5,5wpm,260107_05WPM.mp3,3.3
data\augmented\5wpm\260107_05WPM_225_aug01.wav,5,5wpm,260107_05WPM.mp3,-1.4
data\augmented\5wpm\260107_05WPM_226_aug00.wav,WP,5wpm,260107_05WPM.mp3,4.0
data\augmented\5wpm\260107_05WPM_226_aug01.wav,WP,5wpm,260107_05WPM.mp3,6.2
data\augmented\5wpm\260107_05WPM_227_aug00.wav,M,5wpm,260107_05WPM.mp3,15.8
data\augmented\5wpm\260107_05WPM_227_aug01.wav,M,5wpm,260107_05WPM.mp3,5.5
data\augmented\5wpm\260107_05WPM_228_aug00.wav,TE,5wpm,260107_05WPM.mp3,11.2
data\augmented\5wpm\260107_05WPM_228_aug01.wav,TE,5wpm,260107_05WPM.mp3,13.6
data\augmented\5wpm\260107_05WPM_229_aug00.wav,XT,5wpm,260107_05WPM.mp3,4.4
data\augmented\5wpm\260107_05WPM_229_aug01.wav,XT,5wpm,260107_05WPM.mp3,-0.9
data\augmented\5wpm\260107_05WPM_230_aug00.wav,=,5wpm,260107_05WPM.mp3,14.8
data\augmented\5wpm\260107_05WPM_230_aug01.wav,=,5wpm,260107_05WPM.mp3,14.0
data\augmented\5wpm\260107_05WPM_231_aug00.wav,Q,5wpm,260107_05WPM.mp3,-2.4
data\augmented\5wpm\260107_05WPM_231_aug01.wav,Q,5wpm,260107_05WPM.mp3,12.7
data\augmented\5wpm\260107_05WPM_232_aug00.wav,ST,5wpm,260107_05WPM.mp3,19.8
data\augmented\5wpm\260107_05WPM_232_aug01.wav,ST,5wpm,260107_05WPM.mp3,11.5
data\augmented\5wpm\260107_05WPM_233_aug00.wav,D,5wpm,260107_05WPM.mp3,1.5
data\augmented\5wpm\260107_05WPM_233_aug01.wav,D,5wpm,260107_05WPM.mp3,1.8
data\augmented\5wpm\260107_05WPM_234_aug00.wav,E,5wpm,260107_05WPM.mp3,14.2
data\augmented\5wpm\260107_05WPM_234_aug01.wav,E,5wpm,260107_05WPM.mp3,0.2
data\augmented\5wpm\260107_05WPM_235_aug00.wav,W1,5wpm,260107_05WPM.mp3,19.6
data\augmented\5wpm\260107_05WPM_235_aug01.wav,W1,5wpm,260107_05WPM.mp3,6.7
data\augmented\5wpm\260107_05WPM_236_aug00.wav,AW,5wpm,260107_05WPM.mp3,16.6
data\augmented\5wpm\260107_05WPM_236_aug01.wav,AW,5wpm,260107_05WPM.mp3,3.6
data\augmented\5wpm\260107_05WPM_237_aug00.wav,<,5wpm,260107_05WPM.mp3,4.4
data\augmented\5wpm\260107_05WPM_237_aug01.wav,<,5wpm,260107_05WPM.mp3,8.9
data\augmented\5wpm\260204_05WPM_000_aug00.wav,=,5wpm,260204_05WPM.mp3,14.1
data\augmented\5wpm\260204_05WPM_000_aug01.wav,=,5wpm,260204_05WPM.mp3,13.9
data\augmented\5wpm\260204_05WPM_001_aug00.wav,NO,5wpm,260204_05WPM.mp3,13.0
data\augmented\5wpm\260204_05WPM_001_aug01.wav,NO,5wpm,260204_05WPM.mp3,3.7
data\augmented\5wpm\260204_05WPM_002_aug00.wav,W,5wpm,260204_05WPM.mp3,18.7
data\augmented\5wpm\260204_05WPM_002_aug01.wav,W,5wpm,260204_05WPM.mp3,8.7
data\augmented\5wpm\260204_05WPM_003_aug00.wav,5,5wpm,260204_05WPM.mp3,-0.9
data\augmented\5wpm\260204_05WPM_003_aug01.wav,5,5wpm,260204_05WPM.mp3,-3.0
data\augmented\5wpm\260204_05WPM_004_aug00.wav,WP,5wpm,260204_05WPM.mp3,12.6
data\augmented\5wpm\260204_05WPM_004_aug01.wav,WP,5wpm,260204_05WPM.mp3,17.2
data\augmented\5wpm\260204_05WPM_005_aug00.wav,M,5wpm,260204_05WPM.mp3,-1.5
data\augmented\5wpm\260204_05WPM_005_aug01.wav,M,5wpm,260204_05WPM.mp3,4.0
data\augmented\5wpm\260204_05WPM_006_aug00.wav,=,5wpm,260204_05WPM.mp3,14.6
data\augmented\5wpm\260204_05WPM_006_aug01.wav,=,5wpm,260204_05WPM.mp3,9.4
data\augmented\5wpm\260204_05WPM_007_aug00.wav,T,5wpm,260204_05WPM.mp3,19.4
data\augmented\5wpm\260204_05WPM_007_aug01.wav,T,5wpm,260204_05WPM.mp3,3.3
data\augmented\5wpm\260204_05WPM_008_aug00.wav,EX,5wpm,260204_05WPM.mp3,8.7
data\augmented\5wpm\260204_05WPM_008_aug01.wav,EX,5wpm,260204_05WPM.mp3,19.6
data\augmented\5wpm\260204_05WPM_009_aug00.wav,T,5wpm,260204_05WPM.mp3,16.6
data\augmented\5wpm\260204_05WPM_009_aug01.wav,T,5wpm,260204_05WPM.mp3,16.9
data\augmented\5wpm\260204_05WPM_010_aug00.wav,IS,5wpm,260204_05WPM.mp3,5.4
data\augmented\5wpm\260204_05WPM_010_aug01.wav,IS,5wpm,260204_05WPM.mp3,9.5
data\augmented\5wpm\260204_05WPM_011_aug00.wav,F,5wpm,260204_05WPM.mp3,7.7
data\augmented\5wpm\260204_05WPM_011_aug01.wav,F,5wpm,260204_05WPM.mp3,16.6
data\augmented\5wpm\260204_05WPM_012_aug00.wav,RO,5wpm,260204_05WPM.mp3,3.6
data\augmented\5wpm\260204_05WPM_012_aug01.wav,RO,5wpm,260204_05WPM.mp3,-2.9
data\augmented\5wpm\260204_05WPM_013_aug00.wav,M,5wpm,260204_05WPM.mp3,12.2
data\augmented\5wpm\260204_05WPM_013_aug01.wav,M,5wpm,260204_05WPM.mp3,15.5
data\augmented\5wpm\260204_05WPM_014_aug00.wav,AP,5wpm,260204_05WPM.mp3,19.9
data\augmented\5wpm\260204_05WPM_014_aug01.wav,AP,5wpm,260204_05WPM.mp3,5.0
data\augmented\5wpm\260204_05WPM_015_aug00.wav,RI,5wpm,260204_05WPM.mp3,17.5
data\augmented\5wpm\260204_05WPM_015_aug01.wav,RI,5wpm,260204_05WPM.mp3,5.5
data\augmented\5wpm\260204_05WPM_016_aug00.wav,L,5wpm,260204_05WPM.mp3,-0.8
data\augmented\5wpm\260204_05WPM_016_aug01.wav,L,5wpm,260204_05WPM.mp3,1.3
data\augmented\5wpm\260204_05WPM_017_aug00.wav,20,5wpm,260204_05WPM.mp3,6.0
data\augmented\5wpm\260204_05WPM_017_aug01.wav,20,5wpm,260204_05WPM.mp3,12.0
data\augmented\5wpm\260204_05WPM_018_aug00.wav,24,5wpm,260204_05WPM.mp3,13.2
data\augmented\5wpm\260204_05WPM_018_aug01.wav,24,5wpm,260204_05WPM.mp3,12.6
data\augmented\5wpm\260204_05WPM_019_aug00.wav,Q,5wpm,260204_05WPM.mp3,11.8
data\augmented\5wpm\260204_05WPM_019_aug01.wav,Q,5wpm,260204_05WPM.mp3,2.6
data\augmented\5wpm\260204_05WPM_020_aug00.wav,ST,5wpm,260204_05WPM.mp3,-0.5
data\augmented\5wpm\260204_05WPM_020_aug01.wav,ST,5wpm,260204_05WPM.mp3,10.0
data\augmented\5wpm\260204_05WPM_021_aug00.wav,P,5wpm,260204_05WPM.mp3,6.6
data\augmented\5wpm\260204_05WPM_021_aug01.wav,P,5wpm,260204_05WPM.mp3,5.5
data\augmented\5wpm\260204_05WPM_022_aug00.wav,AG,5wpm,260204_05WPM.mp3,7.7
data\augmented\5wpm\260204_05WPM_022_aug01.wav,AG,5wpm,260204_05WPM.mp3,13.7
data\augmented\5wpm\260204_05WPM_023_aug00.wav,E,5wpm,260204_05WPM.mp3,9.8
data\augmented\5wpm\260204_05WPM_023_aug01.wav,E,5wpm,260204_05WPM.mp3,10.3
data\augmented\5wpm\260204_05WPM_024_aug00.wav,3,5wpm,260204_05WPM.mp3,5.7
data\augmented\5wpm\260204_05WPM_024_aug01.wav,3,5wpm,260204_05WPM.mp3,4.4
data\augmented\5wpm\260204_05WPM_025_aug00.wav,3,5wpm,260204_05WPM.mp3,12.9
data\augmented\5wpm\260204_05WPM_025_aug01.wav,3,5wpm,260204_05WPM.mp3,-2.4
data\augmented\5wpm\260204_05WPM_026_aug00.wav,=,5wpm,260204_05WPM.mp3,-0.8
data\augmented\5wpm\260204_05WPM_026_aug01.wav,=,5wpm,260204_05WPM.mp3,1.0
data\augmented\5wpm\260204_05WPM_027_aug00.wav,WH,5wpm,260204_05WPM.mp3,1.1
data\augmented\5wpm\260204_05WPM_027_aug01.wav,WH,5wpm,260204_05WPM.mp3,-0.6
data\augmented\5wpm\260204_05WPM_028_aug00.wav,IL,5wpm,260204_05WPM.mp3,19.6
data\augmented\5wpm\260204_05WPM_028_aug01.wav,IL,5wpm,260204_05WPM.mp3,-2.9
data\augmented\5wpm\260204_05WPM_029_aug00.wav,E,5wpm,260204_05WPM.mp3,3.8
data\augmented\5wpm\260204_05WPM_029_aug01.wav,E,5wpm,260204_05WPM.mp3,-1.9
data\augmented\5wpm\260204_05WPM_030_aug00.wav,TH,5wpm,260204_05WPM.mp3,18.3
data\augmented\5wpm\260204_05WPM_030_aug01.wav,TH,5wpm,260204_05WPM.mp3,17.4
data\augmented\5wpm\260204_05WPM_031_aug00.wav,E,5wpm,260204_05WPM.mp3,-3.0
data\augmented\5wpm\260204_05WPM_031_aug01.wav,E,5wpm,260204_05WPM.mp3,12.6
data\augmented\5wpm\260204_05WPM_032_aug00.wav,CH,5wpm,260204_05WPM.mp3,-1.1
data\augmented\5wpm\260204_05WPM_032_aug01.wav,CH,5wpm,260204_05WPM.mp3,13.8
data\augmented\5wpm\260204_05WPM_033_aug00.wav,AN,5wpm,260204_05WPM.mp3,16.1
data\augmented\5wpm\260204_05WPM_033_aug01.wav,AN,5wpm,260204_05WPM.mp3,6.3
data\augmented\5wpm\260204_05WPM_034_aug00.wav,NE,5wpm,260204_05WPM.mp3,15.8
data\augmented\5wpm\260204_05WPM_034_aug01.wav,NE,5wpm,260204_05WPM.mp3,14.1
data\augmented\5wpm\260204_05WPM_035_aug00.wav,L,5wpm,260204_05WPM.mp3,4.6
data\augmented\5wpm\260204_05WPM_035_aug01.wav,L,5wpm,260204_05WPM.mp3,16.3
data\augmented\5wpm\260204_05WPM_036_aug00.wav,NU,5wpm,260204_05WPM.mp3,18.8
data\augmented\5wpm\260204_05WPM_036_aug01.wav,NU,5wpm,260204_05WPM.mp3,-2.5
data\augmented\5wpm\260204_05WPM_037_aug00.wav,MB,5wpm,260204_05WPM.mp3,5.7
data\augmented\5wpm\260204_05WPM_037_aug01.wav,MB,5wpm,260204_05WPM.mp3,6.0
data\augmented\5wpm\260204_05WPM_038_aug00.wav,ER,5wpm,260204_05WPM.mp3,0.3
data\augmented\5wpm\260204_05WPM_038_aug01.wav,ER,5wpm,260204_05WPM.mp3,19.3
data\augmented\5wpm\260204_05WPM_039_aug00.wav,S,5wpm,260204_05WPM.mp3,10.5
data\augmented\5wpm\260204_05WPM_039_aug01.wav,S,5wpm,260204_05WPM.mp3,2.4
data\augmented\5wpm\260204_05WPM_040_aug00.wav,A,5wpm,260204_05WPM.mp3,16.6
data\augmented\5wpm\260204_05WPM_040_aug01.wav,A,5wpm,260204_05WPM.mp3,-0.3
data\augmented\5wpm\260204_05WPM_041_aug00.wav,RE,5wpm,260204_05WPM.mp3,1.3
data\augmented\5wpm\260204_05WPM_041_aug01.wav,RE,5wpm,260204_05WPM.mp3,4.1
data\augmented\5wpm\260204_05WPM_042_aug00.wav,S,5wpm,260204_05WPM.mp3,8.1
data\augmented\5wpm\260204_05WPM_042_aug01.wav,S,5wpm,260204_05WPM.mp3,6.2
data\augmented\5wpm\260204_05WPM_043_aug00.wav,IM,5wpm,260204_05WPM.mp3,2.3
data\augmented\5wpm\260204_05WPM_043_aug01.wav,IM,5wpm,260204_05WPM.mp3,4.7
data\augmented\5wpm\260204_05WPM_044_aug00.wav,IL,5wpm,260204_05WPM.mp3,0.6
data\augmented\5wpm\260204_05WPM_044_aug01.wav,IL,5wpm,260204_05WPM.mp3,-1.3
data\augmented\5wpm\260204_05WPM_045_aug00.wav,AR,5wpm,260204_05WPM.mp3,13.2
data\augmented\5wpm\260204_05WPM_045_aug01.wav,AR,5wpm,260204_05WPM.mp3,8.1
data\augmented\5wpm\260204_05WPM_046_aug00.wav,T,5wpm,260204_05WPM.mp3,18.5
data\augmented\5wpm\260204_05WPM_046_aug01.wav,T,5wpm,260204_05WPM.mp3,5.6
data\augmented\5wpm\260204_05WPM_047_aug00.wav,O,5wpm,260204_05WPM.mp3,19.4
data\augmented\5wpm\260204_05WPM_047_aug01.wav,O,5wpm,260204_05WPM.mp3,7.2
data\augmented\5wpm\260204_05WPM_048_aug00.wav,TH,5wpm,260204_05WPM.mp3,4.4
data\augmented\5wpm\260204_05WPM_048_aug01.wav,TH,5wpm,260204_05WPM.mp3,8.7
data\augmented\5wpm\260204_05WPM_049_aug00.wav,E,5wpm,260204_05WPM.mp3,9.0
data\augmented\5wpm\260204_05WPM_049_aug01.wav,E,5wpm,260204_05WPM.mp3,-1.6
data\augmented\5wpm\260204_05WPM_050_aug00.wav,OR,5wpm,260204_05WPM.mp3,19.1
data\augmented\5wpm\260204_05WPM_050_aug01.wav,OR,5wpm,260204_05WPM.mp3,12.3
data\augmented\5wpm\260204_05WPM_051_aug00.wav,IG,5wpm,260204_05WPM.mp3,18.7
data\augmented\5wpm\260204_05WPM_051_aug01.wav,IG,5wpm,260204_05WPM.mp3,0.1
data\augmented\5wpm\260204_05WPM_052_aug00.wav,IN,5wpm,260204_05WPM.mp3,7.8
data\augmented\5wpm\260204_05WPM_052_aug01.wav,IN,5wpm,260204_05WPM.mp3,-1.8
